index,tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product
7423,Mingly Apple TV a Day Giveaway! Register to win at #SXSW #Winning {link},,No emotion toward brand or product
7424,"Sweet, Apple's opening a pop-up shop in the Scarbrough Building on Congress for the iPad 2 - {link} /via @mention #sxsw",Apple,Positive emotion
7425,"#SXSW #AppleStore  @mention Apple Store, SXSW {link}",,No emotion toward brand or product
7426,@mention plus Jackie was on the iPhone occasionally at #SXSW  {link} #UsGuys,,No emotion toward brand or product
7427,"Next up! Poked, Liked &amp; Re-Tweeted: A Google Love Story at SXSW.
{link} #SXSW #sxsw15 #sxswiC",,No emotion toward brand or product
7428,Does the pop up Apple store in Austin still have iPad2 in stock? #lazyweb #SXSW,,No emotion toward brand or product
7429,An Apple pop-up store at #SXSW?  There goes my impulse control. j.mp/i41H53,Apple,Positive emotion
7430,"If Apple pops up a store for an event like SXSW, u think AT&amp;T could at least put up an extra friggen tower? #sxsw",,No emotion toward brand or product
7431,Apple temporarily opening store in Austin for #sxsw.,,No emotion toward brand or product
7432,{link} Report: Apple to Open Pop-Up Store at #SXSW,,No emotion toward brand or product
7433,"Google reportedly to unveil new social network called Circles, likely to launch in May {link} #GoogleCircles #GoogleMe #SXSW",,No emotion toward brand or product
7434,"Google's possible release of new social network, #Circles, looks to be endorsed by the ACLU {link} #sxsw #22sxsw",,No emotion toward brand or product
7435,New blog post: ipad2 giveaway: {link} #actors #diet #sxsw,iPad,Positive emotion
7436,Can you spot @mention iPhone? #SXSW {link},,No emotion toward brand or product
7437,@mention power struggles in the internet industry boil down to &quot;who is the platform &amp; who is the app?&quot; see Facebook on iPad. #sxsw,,No emotion toward brand or product
7438,Folks at PowerPad gave me free Dual 1850 contraption 2 charge my iPhone. Which was fortuitous as my phone was nearly dead. #SXSW #ignitesxsw,,No emotion toward brand or product
7439,Planzai app featuring the official British Music schedule now on android market! {link} #sxsw,Android App,Positive emotion
7440,Google tipped to launch social network today at #sxsw called Circles {link},,Positive emotion
7441,The only ppl authoritzed to scrape and republish pages r Google on Bing and Bing on Google: @mention #qagb #sxsw,,No emotion toward brand or product
7442,Smart. #Apple creates pop-up store at #SXSW to peddle the iPad 2. - The #iPad 2 Takes Over SXSW [VIDEO] {link},iPad,Positive emotion
7443,All the apple employees just ran down the line high giving everyone #sxsw,,No emotion toward brand or product
7444,Clearly Apple has another daylight savings time bug with the iPhone 4 alarm. Also need to remember to fix my room's clocks. Whoops. #SXSW,iPhone,Negative emotion
7445,"Nice... Apple made a lots of sells, I am sure! - RT @mention Apple Popup Store at #SXSW {link}",Apple,Positive emotion
7446,"{link}  Apple opens up a Temp store #SXSW just because both the events start on the same day, good work Apple !",Apple,Positive emotion
7447,Add the Apple Pop-up Shop to your #SXSW @mention To-Do list -&gt; {link},Apple,Positive emotion
7448,Why the Apple pop-up shop at #SxSW sucks: {link},Apple,Negative emotion
7449,The bad apple shows up late shoots down ideas and leaves early - meeting personality #2 #gamestorming #sxsw,,No emotion toward brand or product
7450,"Busiest Apple store in the country? #ipad2 #sxsw  {link} (@mention Apple Store, SXSW w/ 98 others) {link}",,No emotion toward brand or product
7451,pop up #apple store at #sxsw = pure genius.  international crowd will stock up before they go home..,Apple,Positive emotion
7452,Special Apple store at #sxsw just for ipad. Line is a block long. {link}  {link},,No emotion toward brand or product
7453,Ughhh...Apple Store Austin at the Domain rain out of 3G iPads in first 25 minutes right before I got in #iPad2 #SXSW,Apple,Negative emotion
7454,Report: Apple to Open Pop-Up Store at #SXSW,,No emotion toward brand or product
7455,I think apple us winning #sxsw. Just a sea of silver white and glass,Apple,Positive emotion
7456,"Cunning Apple, keeping the #iPad2 popup store open late next to #sxsw parties for impulsive late night purchases. No regrets here...",Apple,Positive emotion
7457,I &lt;3 Apple! RT @mention Apple opened a pop-up store in Austin so nerds in town for #SXSW can get new iPads {link},iPad,Positive emotion
7458,Google supposedly announcing new Social Networking service called &quot;circles&quot; today at #sxsw {link},,No emotion toward brand or product
7459,iOS app approval disrupts the continuous dev flow.  Android has been the preferred platform to fine tune and experiment #sxsw #groupchatapps,Android,Positive emotion
7460,All LBS apps on my iPhone think I am in Orlando :)) ! I guess I have 2 check in at Disney vs #SXSW :)),iPad or iPhone App,Negative emotion
7461,Android apps to survive SXSW 2011: {link} (by @mention #sxsw,Android App,Positive emotion
7462,I'm so happy this exist! Going to try and do the whole #sxsw trip w/o a laptop. iPhone &amp; iPad only.  {link},iPhone,Positive emotion
7463,Updated NPR Music iPhone app has song info for All Songs 24/7 &amp; live video streaming just in time for #SXSW {link},iPad or iPhone App,Positive emotion
7464,"At #SXSW presentation, @mention demonstrates how you can pause a video on new video player and pick up in same spot on iPad app. #tveverywhere",,No emotion toward brand or product
7465,Attended preso on living simply #100tc at #sxswi #sxsw and felt a bit guilty taking notes on a new #iPad,iPad,Negative emotion
7466,@mention Prob going to hit the temp Apple Store they are setting up near #SxSW...nice of Apple to do that: {link},Apple,Positive emotion
7467,@mention Probably be even more on the way back since Apple is opening a temp extra store just for #sxsw,,No emotion toward brand or product
7468,@mention Probably needed at #SXSW! See iPad line here: {link},,No emotion toward brand or product
7469,Original products for 1 device is nuts. #sxsw. Eg the iPad,,I can't tell
7470,"Ze Frank project: walk down Google streetview down a street u've walked many times b4, and revelations pop up. #sxsw",,No emotion toward brand or product
7471,#sxsw #sxprotect  {link} is the Google Doc to get all the relevant links from this panel,Other Google product or service,Positive emotion
7472,How to improve website rankings: #Google #Bing advice at #SXSW - {link} Get .COM or .PK but be content rich/deep,,No emotion toward brand or product
7473,How to improve website rankings: Advice from #Google and #Bing at #SXSW | Poynter. {link},,No emotion toward brand or product
7474,How to improve website rankings: Advice from Google &amp; Bing at #SXSW {link},,No emotion toward brand or product
7475,How to improve website rankings: Advice from Google &amp; Bing at #SXSW {link} via @mention,,No emotion toward brand or product
7476,How to improve website rankings: Advice from Google and Bing at #SXSW | Poynter. {link},,No emotion toward brand or product
7477,#SXSW peeps - you can now checkin with @mention latitude to unlock deals! {link} built by @mention and team!,,No emotion toward brand or product
7478,"google maps 5.0 - guys, this will be huge!!!! google and marissa mayer #sxsw",Other Google product or service,Positive emotion
7479,"Google Maps 5.2 demo Renders very quickly, 3D buildings and landscapes included in the basic maps. #MarissaGoogle #sxsw",Other Google product or service,Positive emotion
7480,"Google Maps are so useful, how can it get any better? #sxsw",Other Google product or service,Positive emotion
7481,Google Maps car just drove by. Might leave a distorted view of Austin. #sxsw,,I can't tell
7482,"Native apps for iPad, etc., now have their own accessibility design guidelines. WCAG still applies. #POURSite #SXSW",iPad or iPhone App,No emotion toward brand or product
7483,Google maps for mobile 5.2 looks awesome.#sxsw,Other Google product or service,Positive emotion
7484,Google Maps Has 150 Million Mobile Users? THat's what Marissa Mayer claims at  #SXSW - {link},,Positive emotion
7485,Google maps has 150 million users. 40 percent of Google Maps users are mobile #sxsw,Other Google product or service,Positive emotion
7486,"Google Maps mobile is going 3D in the next release, looks awesome.  #sxsw",Other Google product or service,Positive emotion
7487,Google Maps Mobile Route Around Traffic feature reduces fuel consumption and time spent in traffic. {link} #sxsw,,No emotion toward brand or product
7488,Google maps mobile route options saves users 2 yrs of time. Every day. #SXSW,Other Google product or service,Positive emotion
7489,Google maps navigation + street view and 3d buildings is awesome #MarissaGoogle #sxsw,Other Google product or service,Positive emotion
7490,Google Maps now has 150 million users on mobile #sxsw (via @mention,,No emotion toward brand or product
7491,Google maps route around traffic is saving users 2 years of time every day @mention #sxsw,Other Google product or service,Positive emotion
7492,Google Maps Street View car sighting!!! #SXSW   {link},Other Google product or service,Positive emotion
7493,Google Maps Street View car sighting!!! #SXSW  {link},Other Google product or service,Positive emotion
7494,Google maps usage on mobile exceeded desktop usage on xmas and new years day for the first time ÛÓ Marissa Mayer at #sxsw.,,No emotion toward brand or product
7495,Google maps used to provide common reference points and printed for fast paced on the ground reactions #arabspring #SXSW,Google,I can't tell
7496,#sxsw peeps who want an iPad2: {link}  Brilliant.  Real?,iPad,Positive emotion
7497,#SXSW peeps: Where is the #iPad store?,,No emotion toward brand or product
7498,Google maps/traffic view has saved people 2-years of time. #sxsw,Other Google product or service,Positive emotion
7499,Thanks Pepsi Max and Smart water in line at apple pop up store #sxsw,,No emotion toward brand or product
7500,I had to pull out my iPhone and look busy to fit in at the sxsw badge line today. 400 people shuffling along staring at their phones. #sxsw,,No emotion toward brand or product
7501,At the popup apple store at #sxsw. Line is all the way down the block.  {link},Apple,No emotion toward brand or product
7502,Agencies push Google in directions they never would have gone otherwise says Creative Lab Strategy Director @mention #SXSW,,No emotion toward brand or product
7503,@mention putting a gun to @mention head. Give me your iPhone! #SXSW {link},iPhone,Positive emotion
7504,"@mention Putting an pop up apple store at #sxsw is so smart, talk about understanding your demo's needs!",Apple,Positive emotion
7505,OOPS!  copy/paste malfunction on the last tweet for @mention free #SXSW shuttle.  Correct link {link},,No emotion toward brand or product
7506,"Audience Q: What prototyping tools do you use? Sketchbooks/sharpie pens, photoshop, Balsamic, Google docs, Axsure, etc. #myprototype #sxsw",,No emotion toward brand or product
7507,Apple is quarter of the music industry and 70% of all digital sales #touchingstories #tbwasxsw #sxsw,Apple,Positive emotion
7508,"Come by Aquent Booth 1413 at #SXSW to learn about internetonlinewebsite.com, meet us &amp; enter to win an iPad 2!",iPad,Positive emotion
7509,Funniest question at Google's Marissa Mayer's talk at #sxsw &quot;Hi Marissa...um...are you guys hiring?&quot;,,No emotion toward brand or product
7510,@mention Question of the day: Is &quot;Google Circles&quot; the newest social network on the horizon? #SXSW,,No emotion toward brand or product
7511,"#sxsw etiquette: don't talk, and turn off your keyboard clicking iPad owners.",,No emotion toward brand or product
7512,Ipad 2 acquired thanks to @mention perserverance. 1 vote for husband of the year. Check #sxsw,iPad,Positive emotion
7513,Playing &quot;People Are People&quot; at the Google #SXSW party!!! Depeche Mode FTW!!!,Google,Positive emotion
